2025-08-24T00:03:55 | Node relationship removed | us_inflation->stagflation | type=INFLUENCES
2025-08-24T20:33:24 | Saved analysis | us_inflation | field "drivers" len=2962
2025-08-24T20:33:32 | Node relationship created | mortgage_rates_factors->accessible_housing_london | type=INFLUENCES
2025-08-24T20:33:32 | Replacement of article skipped | accessible_housing_london | tf=medium cnt=1 < 5
2025-08-24T20:33:32 | Added article | 25AZWEOI9 | to existing topic accessible_housing_london
2025-08-24T20:34:56 | Node relationship created | lower_interest_rates->liability_insurance_costs | type=INFLUENCES
2025-08-24T20:34:56 | Replacement of article skipped | liability_insurance_costs | tf=fundamental cnt=2 < 5
2025-08-24T20:34:57 | Added article | W6IML2J7G | to existing topic liability_insurance_costs
2025-08-24T20:34:57 | Saved analysis | us_inflation | field "movers_scenarios" len=1438
2025-08-24T20:35:32 | Node relationship created | us_policy_clarity->us_inflation_expectations | type=INFLUENCES
2025-08-24T20:35:32 | Replacement of article skipped | us_policy_clarity | tf=fundamental cnt=2 < 5
2025-08-24T20:35:33 | Added article | W6IML2J7G | to existing topic us_policy_clarity
2025-08-24T20:35:56 | Node relationship created | ac_health->digital_health_market | type=INFLUENCES
2025-08-24T20:35:56 | Replacement of article skipped | ac_health | tf=fundamental cnt=1 < 5
2025-08-24T20:35:56 | Added article | W6IML2J7G | to existing topic ac_health
2025-08-24T20:37:24 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1283
2025-08-24T20:37:24 | Node relationship removed | oil->saudi_vision_2030 | type=INFLUENCES
2025-08-24T20:37:24 | Node relationship created | oil->middle_east_sovereign_funds | type=INFLUENCES
2025-08-24T20:37:31 | Article replaced | oil | old=CWVWSACA7 new=M5SPVKG33
2025-08-24T20:37:37 | Triggered rewrite | oil | new_article=M5SPVKG33
2025-08-24T20:38:26 | Node relationship created | grok_4->grok_chatbot | type=INFLUENCES
2025-08-24T20:38:26 | Replacement of article skipped | grok_4 | tf=current cnt=1 < 5
2025-08-24T20:38:26 | Added article | 7BYPYAOAV | to existing topic grok_4
2025-08-24T20:38:45 | Node relationship created | grok_chatbot->gpt_5 | type=PEERS
2025-08-24T20:38:45 | Replacement of article skipped | grok_chatbot | tf=current cnt=1 < 5
2025-08-24T20:38:45 | Added article | 7BYPYAOAV | to existing topic grok_chatbot
2025-08-24T20:39:16 | Node relationship created | grok_ai_bias->ai_generated_misinformation | type=INFLUENCES
2025-08-24T20:39:17 | Replacement of article skipped | grok_ai_bias | tf=current cnt=1 < 5
2025-08-24T20:39:17 | Added article | 7BYPYAOAV | to existing topic grok_ai_bias
2025-08-24T20:39:45 | Saved analysis | oil | field "fundamental_analysis" len=6824
2025-08-24T20:39:59 | Node relationship created | ai_governance->ai_generated_misinformation | type=INFLUENCES
2025-08-24T20:39:59 | Replacement of article skipped | ai_governance | tf=current cnt=1 < 5
2025-08-24T20:39:59 | Added article | 7BYPYAOAV | to existing topic ai_governance
2025-08-24T20:40:30 | Node relationship created | ai_evaluation_monitoring->ai_ideological_bias | type=INFLUENCES
2025-08-24T20:40:31 | Replacement of article skipped | ai_evaluation_monitoring | tf=current cnt=2 < 5
2025-08-24T20:40:31 | Added article | 7BYPYAOAV | to existing topic ai_evaluation_monitoring
2025-08-24T20:41:07 | Node relationship created | ai_infrastructure->nebius_ai_infrastructure | type=PEERS
2025-08-24T20:41:07 | Replacement of article skipped | ai_infrastructure | tf=current cnt=2 < 5
2025-08-24T20:41:07 | Added article | 7BYPYAOAV | to existing topic ai_infrastructure
2025-08-24T20:41:17 | Saved analysis | oil | field "medium_analysis" len=4671
2025-08-24T20:41:25 | Node relationship created | ai_narrative_attacks->disinformation_campaigns | type=INFLUENCES
2025-08-24T20:41:25 | Replacement of article skipped | ai_narrative_attacks | tf=current cnt=2 < 5
2025-08-24T20:41:25 | Added article | 7BYPYAOAV | to existing topic ai_narrative_attacks
2025-08-24T20:41:50 | Node relationship created | ai_generated_misinformation->vaccine_misinformation_violence | type=INFLUENCES
2025-08-24T20:41:50 | Replacement of article skipped | ai_generated_misinformation | tf=current cnt=2 < 5
2025-08-24T20:41:50 | Added article | 7BYPYAOAV | to existing topic ai_generated_misinformation
2025-08-24T20:42:16 | Node relationship created | ai_ideological_bias->grok_ai_bias | type=INFLUENCES
2025-08-24T20:42:16 | Replacement of article skipped | ai_ideological_bias | tf=current cnt=1 < 5
2025-08-24T20:42:16 | Added article | 7BYPYAOAV | to existing topic ai_ideological_bias
2025-08-24T20:42:59 | Saved analysis | oil | field "current_analysis" len=4804
2025-08-24T20:43:20 | Node relationship created | alphabet_ai_gemini->ai_governance | type=INFLUENCES
2025-08-24T20:43:20 | Replacement of article skipped | alphabet_ai_gemini | tf=medium cnt=2 < 5
2025-08-24T20:43:20 | Added article | A85HNI04L | to existing topic alphabet_ai_gemini
2025-08-24T20:43:49 | Node relationship created | openai_gpt5_competition->gpt_5 | type=INFLUENCES
2025-08-24T20:43:49 | Replacement of article skipped | openai_gpt5_competition | tf=medium cnt=1 < 5
2025-08-24T20:43:49 | Added article | A85HNI04L | to existing topic openai_gpt5_competition
2025-08-24T20:44:24 | Node relationship created | ai_stock_performance->us_china_ai_chip_exports | type=INFLUENCES
2025-08-24T20:44:24 | Replacement of article skipped | ai_stock_performance | tf=medium cnt=1 < 5
2025-08-24T20:44:24 | Added article | A85HNI04L | to existing topic ai_stock_performance
2025-08-24T20:44:46 | Saved analysis | oil | field "drivers" len=4024
2025-08-24T20:44:52 | Node relationship created | ai_productivity->ml_cybersecurity | type=INFLUENCES
2025-08-24T20:44:53 | Replacement of article skipped | ai_productivity | tf=medium cnt=2 < 5
2025-08-24T20:44:53 | Added article | A85HNI04L | to existing topic ai_productivity
2025-08-24T20:45:21 | Node relationship created | macro_risks_technology->us_chip_export_controls | type=INFLUENCES
2025-08-24T20:45:21 | Replacement of article skipped | macro_risks_technology | tf=medium cnt=2 < 5
2025-08-24T20:45:22 | Added article | A85HNI04L | to existing topic macro_risks_technology
2025-08-24T20:46:08 | Node relationship created | ai_governance->openai_gpt5_competition | type=INFLUENCES
2025-08-24T20:46:09 | Replacement of article skipped | ai_governance | tf=medium cnt=2 < 5
2025-08-24T20:46:09 | Added article | A85HNI04L | to existing topic ai_governance
2025-08-24T20:46:50 | Saved analysis | oil | field "movers_scenarios" len=1302
2025-08-24T20:47:02 | Node relationship created | ai_application_companies->ai_infrastructure | type=INFLUENCES
2025-08-24T20:47:02 | Replacement of article skipped | ai_application_companies | tf=medium cnt=3 < 5
2025-08-24T20:47:02 | Added article | A85HNI04L | to existing topic ai_application_companies
2025-08-24T20:47:51 | Node relationship created | technology_communications_sector->us_china_ai_chip_exports | type=INFLUENCES
2025-08-24T20:47:52 | Replacement of article skipped | technology_communications_sector | tf=medium cnt=2 < 5
2025-08-24T20:47:52 | Added article | A85HNI04L | to existing topic technology_communications_sector
2025-08-24T20:49:12 | Pipeline complete | pipeline | run complete
2025-08-24T20:49:13 | Retrieved articles | Continuing Jobless Claims | Retrieved 10 from API
2025-08-24T20:50:03 | Saved analysis | oil | field "swing_trade_or_outlook" len=1661
2025-08-24T20:52:32 | Saved analysis | oil | field "executive_summary" len=1117
2025-08-24T20:52:32 | Rewrite complete | oil | total_chars=24403
2025-08-24T20:52:33 | Added article | M5SPVKG33 | to existing topic oil
2025-08-24T20:53:04 | Node relationship created | political_influence_on_stocks->us_10y | type=INFLUENCES
2025-08-24T20:53:04 | Replacement of article skipped | political_influence_on_stocks | tf=fundamental cnt=3 < 5
2025-08-24T20:53:04 | Added article | GEDYPA35Y | to existing topic political_influence_on_stocks
2025-08-24T20:53:32 | Node relationship removed | us_inflation->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T20:53:33 | Node relationship created | us_inflation->sp500 | type=INFLUENCES
2025-08-24T20:53:41 | Article replaced | us_inflation | old=8J67I6RWY new=M5SPVKG33
2025-08-24T20:53:46 | Triggered rewrite | us_inflation | new_article=M5SPVKG33
2025-08-24T20:53:47 | Node relationship created | political_influence_on_business->trump_regulatory_pressure | type=INFLUENCES
2025-08-24T20:53:47 | Replacement of article skipped | political_influence_on_business | tf=fundamental cnt=2 < 5
2025-08-24T20:53:47 | Added article | GEDYPA35Y | to existing topic political_influence_on_business
2025-08-24T20:54:36 | Node relationship created | geopolitics_corporate_strategy->us_chip_export_controls | type=INFLUENCES
2025-08-24T20:54:36 | Replacement of article skipped | geopolitics_corporate_strategy | tf=fundamental cnt=2 < 5
2025-08-24T20:54:36 | Added article | GEDYPA35Y | to existing topic geopolitics_corporate_strategy
2025-08-24T20:55:37 | Relationship duplicate | sports_broadcasting_act->premier_league_2025_26 | type=INFLUENCES
2025-08-24T20:55:37 | Replacement of article skipped | premier_league_2025_26 | tf=current cnt=2 < 5
2025-08-24T20:55:37 | Added article | 7UPGPTVMX | to existing topic premier_league_2025_26
2025-08-24T20:56:09 | Node relationship created | premier_league_2025_2026->premier_league_2025_26 | type=INFLUENCES
2025-08-24T20:56:09 | Replacement of article skipped | premier_league_2025_2026 | tf=current cnt=1 < 5
2025-08-24T20:56:09 | Added article | 7UPGPTVMX | to existing topic premier_league_2025_2026
2025-08-24T20:56:25 | Saved analysis | us_inflation | field "fundamental_analysis" len=4383
2025-08-24T20:57:41 | Node relationship removed | us_urban_crime->dc_federal_takeover | type=INFLUENCES
2025-08-24T20:57:41 | Node relationship created | us_urban_crime->dc_federal_control | type=INFLUENCES
2025-08-24T20:57:48 | No replacement of article | us_urban_crime | new_article=C2XYVSI19
2025-08-24T20:57:48 | Added article | C2XYVSI19 | to existing topic us_urban_crime
2025-08-24T20:58:11 | Node relationship created | dc_federal_policing_initiative->dc_federal_control | type=INFLUENCES
2025-08-24T20:58:11 | Replacement of article skipped | dc_federal_policing_initiative | tf=current cnt=2 < 5
2025-08-24T20:58:11 | Added article | C2XYVSI19 | to existing topic dc_federal_policing_initiative
2025-08-24T20:58:53 | Node relationship created | dc_federal_takeover->dc_police_takeover | type=INFLUENCES
2025-08-24T20:58:53 | Replacement of article skipped | dc_federal_takeover | tf=current cnt=2 < 5
2025-08-24T20:58:53 | Added article | C2XYVSI19 | to existing topic dc_federal_takeover
2025-08-24T20:59:20 | Node relationship created | dc_police_takeover->dc_federal_takeover | type=INFLUENCES
2025-08-24T20:59:20 | Replacement of article skipped | dc_police_takeover | tf=current cnt=1 < 5
2025-08-24T20:59:21 | Added article | C2XYVSI19 | to existing topic dc_police_takeover
2025-08-24T20:59:22 | Saved analysis | us_inflation | field "medium_analysis" len=4147
2025-08-24T21:00:04 | Relationship duplicate | sports_broadcasting_act->premier_league_2025_26 | type=INFLUENCES
2025-08-24T21:00:04 | Replacement of article skipped | premier_league_2025_26 | tf=current cnt=3 < 5
2025-08-24T21:00:04 | Added article | EZW6HAEGF | to existing topic premier_league_2025_26
2025-08-24T21:00:43 | Node relationship created | premier_league_2025_2026->espn_fox_bundle | type=INFLUENCES
2025-08-24T21:00:43 | Replacement of article skipped | premier_league_2025_2026 | tf=current cnt=2 < 5
2025-08-24T21:00:43 | Added article | EZW6HAEGF | to existing topic premier_league_2025_2026
2025-08-24T21:01:30 | Node relationship created | climate_loss_damage_funding->climate_judiciary_project | type=INFLUENCES
2025-08-24T21:01:30 | Replacement of article skipped | climate_loss_damage_funding | tf=fundamental cnt=2 < 5
2025-08-24T21:01:30 | Added article | 7EBQ4OS9Q | to existing topic climate_loss_damage_funding
2025-08-24T21:01:30 | Saved analysis | us_inflation | field "current_analysis" len=4120
2025-08-24T21:01:57 | Node relationship created | sustainability_reframing->global_plastics_treaty | type=INFLUENCES
2025-08-24T21:01:57 | Replacement of article skipped | sustainability_reframing | tf=fundamental cnt=3 < 5
2025-08-24T21:01:57 | Added article | 7EBQ4OS9Q | to existing topic sustainability_reframing
2025-08-24T21:03:25 | Node relationship removed | us_urban_crime->private_prison_growth | type=INFLUENCES
2025-08-24T21:03:26 | Error | - | Relationship create error | us_urban_crime->federal_takeover_of_dc | type=INFLUENCES Error: Cannot create link: source or target node missing. Link: {'motivation': 'US urban crime dynamics are a primary driver behind federal interventions such as the takeover of Washington D.C., linking macr
2025-08-24T21:03:35 | Pipeline complete | pipeline | run complete
2025-08-24T21:03:36 | Retrieved articles | US-China Trade War 2025 | Retrieved 10 from API
2025-08-24T21:03:45 | Saved analysis | us_inflation | field "drivers" len=4390
2025-08-24T21:06:45 | Saved analysis | us_inflation | field "movers_scenarios" len=1170
2025-08-24T21:07:11 | Node relationship removed | us_china_tariffs->us_tariffs | type=INFLUENCES
2025-08-24T21:07:11 | Node relationship created | us_china_tariffs->us_china_trade_war_2025 | type=INFLUENCES
2025-08-24T21:07:18 | No replacement of article | us_china_tariffs | new_article=SGB2PAZGK
2025-08-24T21:07:18 | Added article | SGB2PAZGK | to existing topic us_china_tariffs
2025-08-24T21:07:51 | Node relationship created | rare_earth_elements->us_rare_earth_sourcing | type=INFLUENCES
2025-08-24T21:07:51 | Replacement of article skipped | rare_earth_elements | tf=fundamental cnt=2 < 5
2025-08-24T21:07:51 | Added article | SGB2PAZGK | to existing topic rare_earth_elements
2025-08-24T21:08:27 | Node relationship created | us_tariffs_semiconductors->us_export_policy_ai_chips | type=INFLUENCES
2025-08-24T21:08:27 | Replacement of article skipped | us_tariffs_semiconductors | tf=fundamental cnt=4 < 5
2025-08-24T21:08:27 | Added article | SGB2PAZGK | to existing topic us_tariffs_semiconductors
2025-08-24T21:09:23 | Node relationship created | ai_infrastructure->us_data_centers_electricity_impact | type=INFLUENCES
2025-08-24T21:09:28 | No replacement of article | ai_infrastructure | new_article=SGB2PAZGK
2025-08-24T21:09:28 | Added article | SGB2PAZGK | to existing topic ai_infrastructure
2025-08-24T21:09:35 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1102
2025-08-24T21:10:21 | Node relationship created | sp500->core_cpi | type=INFLUENCES
2025-08-24T21:10:29 | Article replaced | sp500 | old=0VMWQTKHB new=SGB2PAZGK
2025-08-24T21:10:36 | Triggered rewrite | sp500 | new_article=SGB2PAZGK
2025-08-24T21:11:49 | Saved analysis | us_inflation | field "executive_summary" len=1490
2025-08-24T21:11:49 | Rewrite complete | us_inflation | total_chars=20802
2025-08-24T21:11:50 | Added article | M5SPVKG33 | to existing topic us_inflation
2025-08-24T21:12:39 | Node relationship removed | sp500->us_inflation_expectations | type=INFLUENCES
2025-08-24T21:12:39 | Node relationship created | sp500->us_stock_buybacks | type=INFLUENCES
2025-08-24T21:12:40 | Saved analysis | sp500 | field "fundamental_analysis" len=3823
2025-08-24T21:12:45 | No replacement of article | sp500 | new_article=M5SPVKG33
2025-08-24T21:12:45 | Added article | M5SPVKG33 | to existing topic sp500
2025-08-24T21:13:04 | Node relationship created | texas_flood_relief_legislation->bric_program | type=INFLUENCES
2025-08-24T21:13:05 | Replacement of article skipped | texas_flood_relief_legislation | tf=current cnt=2 < 5
2025-08-24T21:13:05 | Added article | M5SPVKG33 | to existing topic texas_flood_relief_legislation
2025-08-24T21:14:29 | Saved analysis | sp500 | field "medium_analysis" len=5453
2025-08-24T21:14:57 | Article replaced | sp500 | old=YX2X8JAIX new=WC68LCU9R
2025-08-24T21:15:06 | Triggered rewrite | sp500 | new_article=WC68LCU9R
2025-08-24T21:16:36 | Saved analysis | sp500 | field "current_analysis" len=5445
2025-08-24T21:16:42 | Saved analysis | sp500 | field "fundamental_analysis" len=4583
2025-08-24T21:18:17 | Saved analysis | sp500 | field "drivers" len=3567
2025-08-24T21:18:34 | Saved analysis | sp500 | field "medium_analysis" len=5180
2025-08-24T21:20:00 | Saved analysis | sp500 | field "movers_scenarios" len=1664
2025-08-24T21:20:21 | Saved analysis | sp500 | field "current_analysis" len=4967
2025-08-24T21:22:02 | Saved analysis | sp500 | field "swing_trade_or_outlook" len=1349
2025-08-24T21:22:20 | Saved analysis | sp500 | field "drivers" len=4842
2025-08-24T21:23:26 | Saved analysis | sp500 | field "movers_scenarios" len=1170
2025-08-24T21:24:11 | Saved analysis | sp500 | field "executive_summary" len=1520
2025-08-24T21:24:11 | Rewrite complete | sp500 | total_chars=22821
2025-08-24T21:24:12 | Added article | SGB2PAZGK | to existing topic sp500
2025-08-24T21:24:51 | Node relationship removed | us_inflation->gold | type=INFLUENCES
2025-08-24T21:24:51 | Node relationship created | us_inflation->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T21:25:03 | Article replaced | us_inflation | old=4LQD15CFU new=SGB2PAZGK
2025-08-24T21:25:11 | Triggered rewrite | us_inflation | new_article=SGB2PAZGK
2025-08-24T21:25:55 | Saved analysis | sp500 | field "swing_trade_or_outlook" len=1613
2025-08-24T21:26:50 | Saved analysis | us_inflation | field "fundamental_analysis" len=5366
2025-08-24T21:27:56 | Saved analysis | sp500 | field "executive_summary" len=1410
2025-08-24T21:27:56 | Rewrite complete | sp500 | total_chars=23765
2025-08-24T21:27:56 | Added article | WC68LCU9R | to existing topic sp500
2025-08-24T21:28:27 | Node relationship removed | fed_policy->euro_inflation | type=INFLUENCES
2025-08-24T21:28:27 | Node relationship created | fed_policy->core_monthly_cpi | type=INFLUENCES
2025-08-24T21:28:32 | No replacement of article | fed_policy | new_article=WC68LCU9R
2025-08-24T21:28:32 | Added article | WC68LCU9R | to existing topic fed_policy
2025-08-24T21:28:38 | Saved analysis | us_inflation | field "medium_analysis" len=5812
2025-08-24T21:29:13 | Node relationship removed | us_inflation->core_cpi | type=INFLUENCES
2025-08-24T21:29:13 | Node relationship created | us_inflation->stagflation | type=INFLUENCES
2025-08-24T21:29:19 | Article replaced | us_inflation | old=8VMO3PFEO new=WC68LCU9R
2025-08-24T21:29:29 | Triggered rewrite | us_inflation | new_article=WC68LCU9R
2025-08-24T21:30:23 | Saved analysis | us_inflation | field "current_analysis" len=3464
2025-08-24T21:31:20 | Saved analysis | us_inflation | field "fundamental_analysis" len=6457
2025-08-24T21:31:49 | Saved analysis | us_inflation | field "drivers" len=3847
2025-08-24T21:33:24 | Saved analysis | us_inflation | field "movers_scenarios" len=1128
2025-08-24T21:34:29 | Saved analysis | us_inflation | field "medium_analysis" len=4597
2025-08-24T21:35:49 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1841
2025-08-24T21:36:43 | Saved analysis | us_inflation | field "current_analysis" len=1734
2025-08-24T21:38:14 | Saved analysis | us_inflation | field "executive_summary" len=2927
2025-08-24T21:38:14 | Rewrite complete | us_inflation | total_chars=24385
2025-08-24T21:38:14 | Added article | SGB2PAZGK | to existing topic us_inflation
2025-08-24T21:38:52 | Node relationship created | us_treasury_yields->core_cpi | type=INFLUENCES
2025-08-24T21:38:52 | Replacement of article skipped | us_treasury_yields | tf=fundamental cnt=3 < 5
2025-08-24T21:38:52 | Added article | SGB2PAZGK | to existing topic us_treasury_yields
2025-08-24T21:38:58 | Saved analysis | us_inflation | field "drivers" len=6392
2025-08-24T21:39:20 | Node relationship created | china_chip_competition->china_semiconductor_policy | type=INFLUENCES
2025-08-24T21:39:20 | Replacement of article skipped | china_chip_competition | tf=fundamental cnt=2 < 5
2025-08-24T21:39:20 | Added article | SGB2PAZGK | to existing topic china_chip_competition
2025-08-24T21:39:55 | Node relationship created | us_china_trade_negotiations->us_tariff_policies | type=INFLUENCES
2025-08-24T21:39:56 | Replacement of article skipped | us_china_trade_negotiations | tf=fundamental cnt=4 < 5
2025-08-24T21:39:56 | Added article | SGB2PAZGK | to existing topic us_china_trade_negotiations
2025-08-24T21:40:25 | Saved analysis | us_inflation | field "movers_scenarios" len=959
2025-08-24T21:41:17 | Node relationship removed | fed_policy->us_inflation_data | type=INFLUENCES
2025-08-24T21:41:17 | Node relationship created | fed_policy->gold | type=INFLUENCES
2025-08-24T21:41:25 | Article replaced | fed_policy | old=YB758UDBU new=0J41Q7KTX
2025-08-24T21:41:34 | Triggered rewrite | fed_policy | new_article=0J41Q7KTX
2025-08-24T21:43:14 | Saved analysis | us_inflation | field "swing_trade_or_outlook" len=1216
2025-08-24T21:43:42 | Saved analysis | fed_policy | field "fundamental_analysis" len=4766
2025-08-24T21:45:31 | Saved analysis | fed_policy | field "medium_analysis" len=4362
2025-08-24T21:45:59 | Saved analysis | us_inflation | field "executive_summary" len=1712
2025-08-24T21:45:59 | Rewrite complete | us_inflation | total_chars=23067
2025-08-24T21:45:59 | Added article | WC68LCU9R | to existing topic us_inflation
2025-08-24T21:46:30 | Node relationship removed | us_10y->30yr_tips_auction | type=INFLUENCES
2025-08-24T21:46:30 | Node relationship created | us_10y->us_treasury_yields | type=INFLUENCES
2025-08-24T21:46:35 | No replacement of article | us_10y | new_article=WC68LCU9R
2025-08-24T21:46:35 | Added article | WC68LCU9R | to existing topic us_10y
2025-08-24T21:47:23 | Node relationship created | nvidia_ai_infrastructure->openai_gpt5_competition | type=PEERS
2025-08-24T21:47:23 | Replacement of article skipped | nvidia_ai_infrastructure | tf=current cnt=2 < 5
2025-08-24T21:47:24 | Added article | WC68LCU9R | to existing topic nvidia_ai_infrastructure
2025-08-24T21:47:31 | Saved analysis | fed_policy | field "current_analysis" len=3049
2025-08-24T21:48:01 | Node relationship created | trump_tariffs->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T21:48:01 | Replacement of article skipped | trump_tariffs | tf=current cnt=3 < 5
2025-08-24T21:48:01 | Added article | WC68LCU9R | to existing topic trump_tariffs
2025-08-24T21:48:34 | Node relationship created | us_tariffs_semiconductors->us_china_trade_relations | type=INFLUENCES
2025-08-24T21:48:34 | Replacement of article skipped | us_tariffs_semiconductors | tf=current cnt=1 < 5
2025-08-24T21:48:34 | Added article | WC68LCU9R | to existing topic us_tariffs_semiconductors
2025-08-24T21:49:13 | Node relationship created | us_inflation_impact_on_stocks->us_10y | type=INFLUENCES
2025-08-24T21:49:13 | Replacement of article skipped | us_inflation_impact_on_stocks | tf=current cnt=4 < 5
2025-08-24T21:49:14 | Added article | WC68LCU9R | to existing topic us_inflation_impact_on_stocks
2025-08-24T21:50:05 | Saved analysis | fed_policy | field "drivers" len=3625
2025-08-24T21:50:46 | Node relationship removed | sp500->us_inflation | type=INFLUENCES
2025-08-24T21:50:46 | Node relationship created | sp500->us_tariffs_on_technology | type=INFLUENCES
2025-08-24T21:50:53 | No replacement of article | sp500 | new_article=TLKJ83KUN
2025-08-24T21:50:53 | Added article | TLKJ83KUN | to existing topic sp500
2025-08-24T21:51:30 | Node relationship removed | fed_policy->gold | type=INFLUENCES
2025-08-24T21:51:31 | Node relationship created | fed_policy->sp500 | type=INFLUENCES
2025-08-24T21:51:37 | No replacement of article | fed_policy | new_article=TLKJ83KUN
2025-08-24T21:51:37 | Added article | TLKJ83KUN | to existing topic fed_policy
2025-08-24T21:52:10 | Saved analysis | fed_policy | field "movers_scenarios" len=1896
2025-08-24T21:52:10 | Node relationship removed | us_inflation->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T21:52:10 | Node relationship created | us_inflation->us_inflation_stock_impact | type=INFLUENCES
2025-08-24T21:52:16 | No replacement of article | us_inflation | new_article=TLKJ83KUN
2025-08-24T21:52:16 | Added article | TLKJ83KUN | to existing topic us_inflation
2025-08-24T21:52:51 | Node relationship removed | us_10y->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T21:52:52 | Node relationship created | us_10y->30yr_tips_auction | type=INFLUENCES
2025-08-24T21:52:56 | No replacement of article | us_10y | new_article=TLKJ83KUN
2025-08-24T21:52:56 | Added article | TLKJ83KUN | to existing topic us_10y
2025-08-24T21:53:33 | Node relationship removed | trump_tariffs->us_tariffs_brazil | type=INFLUENCES
2025-08-24T21:53:33 | Node relationship created | trump_tariffs->us_tariff_policies | type=INFLUENCES
2025-08-24T21:53:34 | Replacement of article skipped | trump_tariffs | tf=current cnt=3 < 5
2025-08-24T21:53:34 | Added article | TLKJ83KUN | to existing topic trump_tariffs
2025-08-24T21:54:19 | Node relationship removed | us_tariffs->us_tariffs_on_technology | type=INFLUENCES
2025-08-24T21:54:19 | Node relationship created | us_tariffs->us_tariffs_pharmaceuticals_semiconductors | type=INFLUENCES
2025-08-24T21:54:24 | No replacement of article | us_tariffs | new_article=TLKJ83KUN
2025-08-24T21:54:24 | Added article | TLKJ83KUN | to existing topic us_tariffs
2025-08-24T21:54:44 | Saved analysis | fed_policy | field "swing_trade_or_outlook" len=1837
2025-08-24T21:55:29 | Node relationship removed | us_china_trade_talks->us_china_trade_relations | type=INFLUENCES
2025-08-24T21:55:29 | Node relationship created | us_china_trade_talks->china_semiconductor_policy | type=INFLUENCES
2025-08-24T21:55:35 | No replacement of article | us_china_trade_talks | new_article=TLKJ83KUN
2025-08-24T21:55:40 | Triggered rewrite | us_china_trade_talks | new_article=TLKJ83KUN
2025-08-24T21:56:35 | Pipeline complete | pipeline | run complete
2025-08-24T21:56:37 | Retrieved articles | EU-U.S. Relations on Ukraine | Retrieved 10 from API
2025-08-24T21:56:50 | Saved analysis | fed_policy | field "executive_summary" len=1453
2025-08-24T21:56:50 | Rewrite complete | fed_policy | total_chars=20988
2025-08-24T21:56:50 | Added article | 0J41Q7KTX | to existing topic fed_policy
2025-08-24T21:57:31 | Node relationship removed | us_inflation->stagflation | type=INFLUENCES
2025-08-24T21:57:32 | Node relationship created | us_inflation->gold | type=INFLUENCES
2025-08-24T21:57:40 | Article replaced | us_inflation | old=4B5JK15SY new=0J41Q7KTX
2025-08-24T21:57:45 | Triggered rewrite | us_inflation | new_article=0J41Q7KTX
2025-08-24T21:59:00 | Node relationship removed | trump_tariffs->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T21:59:00 | Node relationship created | trump_tariffs->us_tariffs_pharmaceuticals_semiconductors | type=INFLUENCES
2025-08-24T21:59:00 | Replacement of article skipped | trump_tariffs | tf=current cnt=4 < 5
2025-08-24T21:59:01 | Added article | 78BX9FDFE | to existing topic trump_tariffs
2025-08-24T21:59:44 | Saved analysis | us_inflation | field "fundamental_analysis" len=5398
2025-08-24T22:00:29 | Node relationship removed | fed_policy->eurusd | type=INFLUENCES
2025-08-24T22:00:29 | Node relationship created | fed_policy->us_inflation_impact_on_stocks | type=INFLUENCES
2025-08-24T22:00:35 | No replacement of article | fed_policy | new_article=SOL40FBE7
2025-08-24T22:00:35 | Added article | SOL40FBE7 | to existing topic fed_policy
2025-08-24T22:01:14 | Node relationship removed | us_treasury_yields->30yr_tips_auction | type=INFLUENCES
2025-08-24T22:01:14 | Node relationship created | us_treasury_yields->us_inflation_stock_impact | type=INFLUENCES
2025-08-24T22:01:14 | Replacement of article skipped | us_treasury_yields | tf=current cnt=2 < 5
2025-08-24T22:01:14 | Added article | SOL40FBE7 | to existing topic us_treasury_yields
2025-08-24T22:02:12 | Node relationship removed | ai_infrastructure->us_chip_export_controls | type=INFLUENCES
2025-08-24T22:02:12 | Node relationship created | ai_infrastructure->southeast_asia_data_centres | type=INFLUENCES
2025-08-24T22:02:12 | Replacement of article skipped | ai_infrastructure | tf=current cnt=2 < 5
2025-08-24T22:02:12 | Added article | SOL40FBE7 | to existing topic ai_infrastructure
2025-08-24T22:02:17 | Saved analysis | us_inflation | field "medium_analysis" len=4918
2025-08-24T22:02:34 | Node relationship created | texas_redistricting->us_net_migration | type=INFLUENCES
2025-08-24T22:02:34 | Replacement of article skipped | texas_redistricting | tf=current cnt=1 < 5
2025-08-24T22:02:34 | Added article | SOL40FBE7 | to existing topic texas_redistricting
2025-08-24T22:03:02 | Node relationship created | texas_flood_relief_legislation->climate_loss_damage_funding | type=INFLUENCES
2025-08-24T22:03:03 | Replacement of article skipped | texas_flood_relief_legislation | tf=current cnt=2 < 5
2025-08-24T22:03:03 | Added article | SOL40FBE7 | to existing topic texas_flood_relief_legislation
2025-08-24T22:03:27 | Node relationship created | dc_federal_policing_initiative->federal_intervention_in_black_cities | type=INFLUENCES
